name,answer,prompt
Unidiffuser\034-1.png,"A small garden scene with a tree having reddish - purple leaves, green hedges, colorful bird ornaments, and a neatly trimmed lawn. Realistic style, taken from a slightly elevated angle, with a fresh color atmosphere. ",a small garden with an apple tree behind it.Produce & Plants.Fine-grained Detail
Unidiffuser\034-2.png,"A well - manicured backyard with lush green grass. A tree with vibrant pink flowers stands out. A hedge lines the background. There's a small table and a resting dog. Realistic style, natural color palette. ",a small garden with an apple tree behind it.Produce & Plants.Fine-grained Detail
Unidiffuser\034-3.png,"A lush green lawn with dense trees on the left. The background shows a blue - sky peek. In an abstract style with a soft focus, in a vibrant green - dominated color atmosphere. ",a small garden with an apple tree behind it.Produce & Plants.Fine-grained Detail
Unidiffuser\034-4.png,"A cozy backyard with a white - walled enclosure. There's a large tree, gravel area with plants, a patch of grass, and outdoor seating. Realistic style, shot from a slightly elevated angle, with a fresh, green color atmosphere. ",a small garden with an apple tree behind it.Produce & Plants.Fine-grained Detail
Unidiffuser\035-1.png,"A tall, vivid - red drink in a glass is garnished with green vegetation and a folded white cloth. Realistic style, close - up shooting angle, warm color atmosphere, high - quality image. ",a bloody mary cocktail next to a napkin.Food & Beverage.Fine-grained Detail
Unidiffuser\035-2.png,"A blurred orange - hued drink in a glass with a green garnish, on a blue background. Realistic style, taken from a close - up, slightly angled shooting angle, with a soft color atmosphere. ",a bloody mary cocktail next to a napkin.Food & Beverage.Fine-grained Detail
Unidiffuser\035-3.png,"A tall glass filled with a deep - red beverage, garnished with fresh green herbs. In realistic style, shot from a slightly upward angle, with a warm and appetizing color atmosphere and high - quality detail. ",a bloody mary cocktail next to a napkin.Food & Beverage.Fine-grained Detail
Unidiffuser\035-4.png,"A tall glass holds a vibrant red iced beverage. A fresh mint leaf and a metal straw adorn it. Realistic style, shot from a slight angle, with a warm - hued, appetizing atmosphere. ",a bloody mary cocktail next to a napkin.Food & Beverage.Fine-grained Detail
Unidiffuser\036-1.png,"A red fire - truck with a white dog figure stands in front of a building. In a soft, abstract - style painting with pastel colors and a slightly blurred look, text in Cyrillic script is at the top. ",a kids' book cover with an illustration of white dog driving a red pickup truck.Illustrations.Fine-grained Detail
Unidiffuser\036-2.png,"A white dog leans out of a red car under a blue sky with clouds and suns. In an anime - style, from a frontal shooting angle, with a bright, cheerful color atmosphere. ",a kids' book cover with an illustration of white dog driving a red pickup truck.Illustrations.Fine-grained Detail
Unidiffuser\036-3.png,"A white animal with a red scarf sits atop a red car. Set against a red - green - blue background, in an anime style, with a frontal shooting angle and bold, vibrant colors. ",a kids' book cover with an illustration of white dog driving a red pickup truck.Illustrations.Fine-grained Detail
Unidiffuser\036-4.png,"A cheerful orange cat sits in the back of a red pickup truck. Two white mice are on the truck too. In anime - style, from a frontal angle, with bright and playful colors. ",a kids' book cover with an illustration of white dog driving a red pickup truck.Illustrations.Fine-grained Detail
Unidiffuser\037-1.png,"A cozy kitchen with wooden cabinets, some glass - fronted showing dishes. White countertop holds appliances and a small plant. White stove and dishwasher. Realistic style, straight - on shot, warm tones. ",A bare kitchen has wood cabinets and white appliances.Indoor Scenes.Fine-grained Detail
Unidiffuser\037-2.png,"A cozy kitchen corner with wooden cabinets, a granite - topped counter, a sink under a window, and white appliances. Realistic style, shot from a slightly elevated angle, with a warm color atmosphere. ",A bare kitchen has wood cabinets and white appliances.Indoor Scenes.Fine-grained Detail
Unidiffuser\037-3.png,"Blurred view of a room with wooden - toned furniture and a white wall. In a realistic style, shot from a mid - angle. Warm, soft color atmosphere with low clarity. ",A bare kitchen has wood cabinets and white appliances.Indoor Scenes.Fine-grained Detail
Unidiffuser\037-4.png,"A modern kitchen with white cabinets, a wooden countertop, and a speckled backsplash. There's a microwave, coffee maker, and a dishwasher. Realistic style, taken from a slightly angled view, warm - toned. ",A bare kitchen has wood cabinets and white appliances.Indoor Scenes.Fine-grained Detail
Unidiffuser\038-1.png,"A blurred scene with warm hues of yellow and orange blending into blue sky, suggesting a sunset over a body of water. Abstract style, soft - focus, with a serene color atmosphere. ",a fall landscape with a small cottage next to a lake.Outdoor Scenes.Fine-grained Detail
Unidiffuser\038-2.png,"A quaint red - roofed cottage stands in a grassy area. Surrounding it are trees ablaze with autumn colors. By a calm body of water, in a realistic style, shot from a slight distance with a warm, vivid color atmosphere. ",a fall landscape with a small cottage next to a lake.Outdoor Scenes.Fine-grained Detail
Unidiffuser\038-3.png,"A quaint house by a calm water body, surrounded by autumn - hued trees with orange and yellow foliage. Realistic style, shot from a slightly elevated angle, with a warm, serene color atmosphere. ",a fall landscape with a small cottage next to a lake.Outdoor Scenes.Fine-grained Detail
Unidiffuser\038-4.png,"A serene lake is flanked by autumn - hued trees. A small wooden cabin sits on the grassy shore. In a realistic style, taken from a slightly elevated angle, with a warm, vivid color atmosphere. ",a fall landscape with a small cottage next to a lake.Outdoor Scenes.Fine-grained Detail
Unidiffuser\039-1.png,"A brown teddy bear stands on a skate - like board in a bustling Times Square at night. Realistic style, taken from a frontal angle, with vibrant neon lights creating a lively atmosphere. ",a teddy bear on a skateboard in times square.World Knowledge.Fine-grained Detail
Unidiffuser\039-2.png,"A small, fuzzy bear - like figure in a pink outfit stands on a shoe in an urban setting. Realistic style with a shallow - depth - of - field, soft lights from billboards creating a warm, blurred color atmosphere. ",a teddy bear on a skateboard in times square.World Knowledge.Fine-grained Detail
Unidiffuser\039-3.png,"A teddy bear in blue clothes rides a hover - board on a city street. Neon signs and people are in the background. Realistic style, eye - level shot, vibrant color atmosphere. ",a teddy bear on a skateboard in times square.World Knowledge.Fine-grained Detail
Unidiffuser\039-4.png,"A plush teddy bear in warm orange tones sits prominently. It's set against a bustling city street with neon signs. Realistic style, eye - level shot, vibrant and lively color atmosphere. ",a teddy bear on a skateboard in times square.World Knowledge.Fine-grained Detail
Unidiffuser\040-1.png,"A blue - hued dog sits on grass with tongue out, eyes wide. Realistic style, taken from a front - facing angle. Vivid colors create a lively, cheerful atmosphere. ",A blue colored dog.Animals.Imagination
Unidiffuser\040-2.png,"A blue - hued, blurred dog with a black nose and dark eyes. In an abstract style, shot from a front - facing angle, with a soft, muted color atmosphere and low - clarity quality. ",A blue colored dog.Animals.Imagination
Unidiffuser\040-3.png,"A blue - colored dog sits on gravel, with a wooden background. In a realistic style, shot from a frontal angle, the bright blue color creates a vivid and eye - catching atmosphere. ",A blue colored dog.Animals.Imagination
Unidiffuser\040-4.png,"A blue - hued dog with white chest and paws sits on a brown surface near green grass. In an anime - like style, shot from a frontal angle with a simple, vivid color atmosphere. ",A blue colored dog.Animals.Imagination
Unidiffuser\041-1.png,"A person in a white outfit and helmet rides a rearing brown horse in a forest. Realistic style, taken from a side - on angle. Colors are natural with a slightly moody atmosphere. ",A photo of an astronaut riding a horse in the forest..People.Imagination
Unidiffuser\041-2.png,"A knight in blue armor sits on a brown horse amidst tall forest trees. In realistic style, taken from a low - angle view. Soft, dappled light creates a serene, green - toned atmosphere. ",A photo of an astronaut riding a horse in the forest..People.Imagination
Unidiffuser\041-3.png,"A rider in white gear is mounted on a brown horse, galloping through a forested area. In a realistic style, shot from a side - on angle, with a lush, green color atmosphere and good quality. ",A photo of an astronaut riding a horse in the forest..People.Imagination
Unidiffuser\041-4.png,"A rider in a pink - toned outfit is on a brown horse, moving through a forest. In a realistic style with a slightly blurred, motion - capture shooting angle, colors are muted and natural. ",A photo of an astronaut riding a horse in the forest..People.Imagination
Unidiffuser\042-1.png,"A black road - bike is mounted on the side of a white sailboat. The sea in the background is a clear blue. Realistic style, taken from a slightly angled perspective, with a bright, sunny color atmosphere. ",A bicycle on top of a boat.Vehicles.Imagination
Unidiffuser\042-2.png,"A blurred bicycle with blue - black frame stands near a body of water under a clear sky. In abstract style, shot from a frontal - slightly angled view, with a light and airy color atmosphere. ",A bicycle on top of a boat.Vehicles.Imagination
Unidiffuser\042-3.png,"A black bicycle is placed on a white boat edge. Behind are several boats on turquoise - green water. In realistic style, shot from a low - medium angle, with a fresh color atmosphere. ",A bicycle on top of a boat.Vehicles.Imagination
Unidiffuser\042-4.png,"A pink - black bicycle is mounted on the white deck of a boat. In the background, there are other boats on calm blue water under a sunny sky. Realistic style, front - angle shot. ",A bicycle on top of a boat.Vehicles.Imagination
Unidiffuser\043-1.png,"A slice of bread with a golden - brown crust lies on a wooden surface. A black knife rests atop it. Realistic style, from a slight angle, with warm, natural color tones and high - quality detail. ",a sword slicing through a loaf of bread.Artifacts.Imagination
Unidiffuser\043-2.png,"A silver - white, blade - like object leans against a light - brown, textured block on a red base. Realistic style, from a low shooting angle, with a neutral color atmosphere and high quality. ",a sword slicing through a loaf of bread.Artifacts.Imagination
Unidiffuser\043-3.png,"A blurred orange - toned object lies beside two paintbrushes on a light surface. In an abstract style, from a top - down angle, with a soft, muted color atmosphere and low - clarity quality. ",a sword slicing through a loaf of bread.Artifacts.Imagination
Unidiffuser\043-4.png,"A triangular piece of cake with a mix of light and brown - toned layers. A black knife is cutting into it. Realistic style, top - down shooting angle, neutral color atmosphere, high - quality image. ",a sword slicing through a loaf of bread.Artifacts.Imagination
Unidiffuser\044-1.png,"An orange cowboy hat with a red band on a gray background. Simple, flat - style illustration with a frontal shooting angle. The color contrast creates a clear, bold atmosphere. ",an orange wearing a cowboy hat.Produce & Plants.Imagination
Unidiffuser\044-2.png,"A vivid red, softly - blurred object with a rounded shape sits against a pale background. In an abstract style, shot from a frontal angle, with a warm - toned, dreamy color atmosphere and low - definition quality. ",an orange wearing a cowboy hat.Produce & Plants.Imagination
Unidiffuser\044-3.png,"A brown cowboy hat rests on top of an orange - hued, uniquely shaped vase. In a realistic style, shot from a slight angle, with a simple and neutral color atmosphere. ",an orange wearing a cowboy hat.Produce & Plants.Imagination
Unidiffuser\044-4.png,"An orange, slightly irregular - shaped bowl with a dark interior and a white lining, placed on a red - speckled surface. Realistic style, shot from a slight angle, with a neutral color atmosphere. ",an orange wearing a cowboy hat.Produce & Plants.Imagination
Unidiffuser\045-1.png,"A white bowl holds light - brown broth with four tofu cubes and a green, robot - shaped object made of what seems like seaweed. Realistic style, top - down shooting, neutral color atmosphere. ",A bowl of soup that looks like a monster with tofu says deep learning.Food & Beverage.Imagination
Unidiffuser\045-2.png,"A black bowl holds creamy - colored soup. A cheese cutout shaped like a bear head floats on top, with a green leaf and red sauce below. Realistic style, from a top - down angle, with clear colors. ",A bowl of soup that looks like a monster with tofu says deep learning.Food & Beverage.Imagination
Unidiffuser\045-3.png,"A white - rimmed bowl holds yellow liquid with an orange flower floating. Black seeds form a face on the flower. Realistic style, top - down shooting, warm color atmosphere, soft focus quality. ",A bowl of soup that looks like a monster with tofu says deep learning.Food & Beverage.Imagination
Unidiffuser\045-4.png,"A cube - shaped object with a face floats in a cup of brown liquid. On a black background with white circles. In an anime - like style, shot from above, with a playful color atmosphere. ",A bowl of soup that looks like a monster with tofu says deep learning.Food & Beverage.Imagination
Unidiffuser\046-1.png,"A stylized, abstract - like depiction features a patterned, multicolored form with intricate black calligraphic elements and vertical lines on a beige - toned background. ",a drawing of a series of musical notes wrapped around the Earth.Illustrations.Imagination
Unidiffuser\046-2.png,"A colorful drawing shows a world map in blue and green. Over it, a flowing black musical staff with notes, in a child - like, abstract style. A flat shooting angle, with a vibrant color atmosphere. ",a drawing of a series of musical notes wrapped around the Earth.Illustrations.Imagination
Unidiffuser\046-3.png,"A blue - hued circular area features musical notes and a staff. On the right, a grid of white lines contrasts. In an abstract style, with a flat shooting angle and a dreamy color atmosphere. ",a drawing of a series of musical notes wrapped around the Earth.Illustrations.Imagination
Unidiffuser\046-4.png,"Abstract style drawing with light - hued washes in pale pink and mint green. Loose, flowing lines and small black marks create an indistinct, dreamy scene. Shot from a flat angle with a soft, muted color atmosphere. ",a drawing of a series of musical notes wrapped around the Earth.Illustrations.Imagination
Unidiffuser\047-1.png,"A blurry view of an indoor space with white - toned walls and furniture. A dark object is on a white surface. Realistic style, shot from a mid - angle, with a neutral color atmosphere and low image quality. ",a small kitchen with a white goat in it.Indoor Scenes.Imagination
Unidiffuser\047-2.png,"A cozy kitchen with white tiled backsplash has potted plants hanging. A black - and - white cow figurine sits on a wooden table. Taken from a frontal angle, with a bright, homely color atmosphere. Realistic style. ",a small kitchen with a white goat in it.Indoor Scenes.Imagination
Unidiffuser\047-3.png,"A cozy kitchen corner with white cabinets, a wooden - topped counter, a stove, and a window letting in light. A white goat figurine stands on the floor. Realistic style, from a slightly angled perspective. ",a small kitchen with a white goat in it.Indoor Scenes.Imagination
Unidiffuser\047-4.png,"A simple kitchen corner with white tiled walls, a sink, a gas stove on a wooden - topped cabinet. A decorative swan and flowers add charm. Realistic style, side - on angle, neutral color atmosphere. ",a small kitchen with a white goat in it.Indoor Scenes.Imagination
Unidiffuser\048-1.png,"A multi - tiered fountain with water jets shooting up, surrounded by greenery. In realistic style, shot from a mid - distance angle. Soft, natural color atmosphere with slightly blurred quality. ",A large city fountain that has milk instead of water. Several cats are leaning into the fountain..Outdoor Scenes.Imagination
Unidiffuser\048-2.png,"A circular fountain with a central water - jet, surrounded by greenery and two brown sculptures. Realistic style, shot from a frontal angle. Colorful, lively atmosphere with people in the background. ",A large city fountain that has milk instead of water. Several cats are leaning into the fountain..Outdoor Scenes.Imagination
Unidiffuser\048-3.png,"A city - park fountain with water shooting up, surrounded by black sculptures in dynamic poses. Realistic style, shot from a slightly elevated angle. Color - palette is natural with green trees and urban backdrop. ",A large city fountain that has milk instead of water. Several cats are leaning into the fountain..Outdoor Scenes.Imagination
Unidiffuser\048-4.png,"A large, ornate fountain with water jets stands in an urban park. In the foreground, several cats and squirrels are on the ground. Realistic style, shot from a mid - distance, with a neutral color atmosphere. ",A large city fountain that has milk instead of water. Several cats are leaning into the fountain..Outdoor Scenes.Imagination
Unidiffuser\049-1.png,"An elephant stands by a stone - wall with its trunk extended. In the background, the Great Wall winds through lush green mountains. Realistic style, side - on shooting, vibrant green and earthy tones. ",an elephant walking on the Great Wall.World Knowledge.Imagination
Unidiffuser\049-2.png,"An elephant walks on the Great Wall, flanked by brick - walls. Lush green mountains and a distant watchtower are in the background. Realistic style, frontal shooting, natural and vivid colors. ",an elephant walking on the Great Wall.World Knowledge.Imagination
Unidiffuser\049-3.png,"An elephant walks on a wide, ancient - looking wall. Lush green mountains rise in the background. Realistic style, shot from a side - on angle, with a clear, sunny color atmosphere. ",an elephant walking on the Great Wall.World Knowledge.Imagination
Unidiffuser\049-4.png,"A person in black is bending on a paved path. Lush green mountains and a clear blue sky form the backdrop. In a realistic style, taken from a slightly elevated front - facing angle with a serene color atmosphere. ",an elephant walking on the Great Wall.World Knowledge.Imagination
Unidiffuser\050-1.png,"A black - and - white panda is partially submerged in water near a rocky waterfall. In realistic style, shot from a side angle, with a natural, earthy color atmosphere and good quality. ",A photo of a panda made of water..Animals.Style & Format
Unidiffuser\050-2.png,"A panda with black - and - white fur is partially submerged in greenish water, leaning on a stone. In realistic style, from a slightly angled side - on shot, with a natural color atmosphere and good quality. ",A photo of a panda made of water..Animals.Style & Format
Unidiffuser\050-3.png,"A black - and - white panda is splashing in greenish water. In a realistic style, taken from a front - facing shooting angle, with a natural and lively color atmosphere. ",A photo of a panda made of water..Animals.Style & Format
Unidiffuser\050-4.png,"A blurred panda with black ears and white - black face against a green background. In an abstract style, from a frontal shooting angle, with a soft and hazy color atmosphere and low - clarity quality. ",A photo of a panda made of water..Animals.Style & Format
Unidiffuser\051-1.png,"A man in a red jacket and tie, wearing glasses with colorful reflections. In a pop - art style, from a frontal shooting angle, with bold, vivid colors and high - contrast quality. ","a portrait of a man wearing sunglasses and a business suit, painting in pop art style.People.Style & Format"
Unidiffuser\051-2.png,"A stylized portrait of a man in sunglasses and a suit. In pop - art style with bold, vivid colors like pink, yellow, and blue. Shot front - on, creating a striking, graphic visual. ","a portrait of a man wearing sunglasses and a business suit, painting in pop art style.People.Style & Format"
Unidiffuser\051-3.png,"A man in a blue suit and sunglasses, against a colorful, block - patterned background. In a pop - art style, shot from a frontal angle with bold, vibrant colors and high - contrast quality. ","a portrait of a man wearing sunglasses and a business suit, painting in pop art style.People.Style & Format"
Unidiffuser\051-4.png,"A person wearing sunglasses, features blurred. Abstract style with vivid, swirling colors like pinks, purples, and yellows. Shot from a frontal angle, creating a dreamy, low - resolution atmosphere. ","a portrait of a man wearing sunglasses and a business suit, painting in pop art style.People.Style & Format"
Unidiffuser\052-1.png,"Two - panel scene: top shows a smiling sun, mountain under a dotted blue sky with a speech bubble; bottom has a red - and - white train on tracks against a blue dotted backdrop. Anime style, bright colors. ",a cartoon of a train going to the moon.Vehicles.Style & Format
Unidiffuser\052-2.png,"A red and yellow train on tracks under a blue sky. Speech - bubble with Cyrillic text. In a comic - book style with bold lines and flat colors, shot from a side - on angle. ",a cartoon of a train going to the moon.Vehicles.Style & Format
Unidiffuser\052-3.png,"A yellow train with a red roof travels on tracks. Large white circles float in a blue sky beside a beige hill. In anime - style, shot from a side - on angle with bold, bright colors. ",a cartoon of a train going to the moon.Vehicles.Style & Format
Unidiffuser\052-4.png,"An orange - hued vehicle on a sandy terrain, with a large moon and a robot with glowing eyes in the background. In an abstract style, shot from a slightly elevated angle, with a dreamy color atmosphere. ",a cartoon of a train going to the moon.Vehicles.Style & Format
Unidiffuser\053-1.png,"A blurred, white - hued object with blue glows sits on a flat surface. In a sci - fi style, from a top - down shooting angle, the color atmosphere is muted and the quality has an otherworldly softness. ",A spaceship made of cardboard..Artifacts.Style & Format
Unidiffuser\053-2.png,"A cardboard - made spaceship model with a pointed front, round windows, and triangular side pieces. In realistic style, shot from above on a dark background, with a neutral color atmosphere and good quality. ",A spaceship made of cardboard..Artifacts.Style & Format
Unidiffuser\053-3.png,"A cardboard box is open on a blue surface, revealing various objects inside like a doll - like figure and mechanical parts. In realistic style, shot from above, with a neutral - toned color atmosphere. ",A spaceship made of cardboard..Artifacts.Style & Format
Unidiffuser\053-4.png,"A cardboard - made, geometric structure with cut - out shapes and reflective surfaces. Realistic style, shot from a low angle. Blue background gives a cool color atmosphere, with decent clarity. ",A spaceship made of cardboard..Artifacts.Style & Format
Unidiffuser\054-1.png,"A soft - focused green water lily and a pink bud float on greenish water. In a realistic style with a close - up shooting angle, the image has a serene, pastel color atmosphere. ",A photo of a lotus flower made of water. .Produce & Plants.Style & Format
Unidiffuser\054-2.png,"A white water - lily with a yellow center floats on blue water, surrounded by green lily pads. In a realistic style, shot from a slight angle, with a vivid and clear color atmosphere. ",A photo of a lotus flower made of water. .Produce & Plants.Style & Format
Unidiffuser\054-3.png,"A vibrant red water - lily with a bright center floats on green water, surrounded by lily - pads. In a realistic style, from a slightly elevated front angle, with a fresh and colorful atmosphere. ",A photo of a lotus flower made of water. .Produce & Plants.Style & Format
Unidiffuser\054-4.png,"Two vibrant pink - yellow water lilies with green lily pads below. A dragonfly hovers above one, creating water droplets. Realistic style, close - up angle, vivid color atmosphere. ",A photo of a lotus flower made of water. .Produce & Plants.Style & Format
Unidiffuser\055-1.png,"A colorful pastel - style painting shows various dishes like fried items and sauces on plates. Realistic style, from a slightly elevated angle, with a warm and appetizing color atmosphere. ",a painting of the food of china.Food & Beverage.Style & Format
Unidiffuser\055-2.png,"A colorful array of food items including sliced meat, a platter of mixed ingredients, and a bowl of white food on a blue - red surface. Realistic style, flat shooting angle, vibrant color atmosphere. ",a painting of the food of china.Food & Beverage.Style & Format
Unidiffuser\055-3.png,"A colorful array of dishes and fruits on plates, with a framed red - bordered background. In a realistic style, shot from a slightly elevated angle, warm color atmosphere, and high - quality depiction. ",a painting of the food of china.Food & Beverage.Style & Format
Unidiffuser\055-4.png,"A variety of foods like crab, fried items, and vegetables are depicted in an abstract - style painting. Shot from a flat angle, it has a warm, blurred color atmosphere with soft quality. ",a painting of the food of china.Food & Beverage.Style & Format
Unidiffuser\056-1.png,"A doll with a red cap and yellow diamond emblem, blue eyes, a yellow nose, and a blue - green shirt. In a realistic style, shot up - close with a soft, blurred color atmosphere. ","an emoji of a baby penguin wearing a blue hat, red gloves, green shirt, and yellow pants.Illustrations.Style & Format"
Unidiffuser\056-2.png,"A cute, cartoon - style penguin with a blue hood, big black eyes, and rosy cheeks. Set against a red and white background. Anime style, frontal shooting, with a bright and cheerful color atmosphere. ","an emoji of a baby penguin wearing a blue hat, red gloves, green shirt, and yellow pants.Illustrations.Style & Format"
Unidiffuser\056-3.png,"A blue kids' onesie with a yellow - faced bird design lies on gray carpet. Accessories like a red cape and bag are nearby. Realistic style, flat shooting angle, with bright and cheerful colors. ","an emoji of a baby penguin wearing a blue hat, red gloves, green shirt, and yellow pants.Illustrations.Style & Format"
Unidiffuser\056-4.png,"A cartoon - like penguin graphic on a gray sweatshirt. In anime style with bold, flat colors. Front - facing shooting angle. Colorful and cheerful atmosphere, good - quality print. ","an emoji of a baby penguin wearing a blue hat, red gloves, green shirt, and yellow pants.Illustrations.Style & Format"
Unidiffuser\057-1.png,"A large tree with yellow - green foliage stands beside white buildings with columns. Painted in an impressionistic style, from a slightly elevated angle, with a warm, soft color atmosphere. ",an oil painting of a tree and a building.Arts.Style & Format
Unidiffuser\057-2.png,"A tree with green - yellow foliage stands before a building with boarded - up windows. In a realistic painting style, from a frontal angle, with a calm color atmosphere and good quality. ",an oil painting of a tree and a building.Arts.Style & Format
Unidiffuser\057-3.png,"A tree stands before a yellow - hued building with multiple windows. In an abstract style, soft green and blue hues blend in the background. Shot from a frontal angle with a dreamy color atmosphere. ",an oil painting of a tree and a building.Arts.Style & Format
Unidiffuser\057-4.png,"A white - walled building with orange accents stands beside a lush green tree. Painted in a realistic style, from a side - on angle, with a calm color palette and textured brushstrokes. ",an oil painting of a tree and a building.Arts.Style & Format
Unidiffuser\058-1.png,"A white house with porch and columns, surrounded by greenery. Painted in an impressionistic - style, soft focus. Taken from a frontal, eye - level angle, with a light, airy color atmosphere. ",a painting of a white country home with a wrap-around porch.Outdoor Scenes.Style & Format
Unidiffuser\058-2.png,"A single - story white house with columns and a porch, surrounded by green lawn and red flowers. In realistic style, shot from a frontal angle, with a bright, sunny color atmosphere. ",a painting of a white country home with a wrap-around porch.Outdoor Scenes.Style & Format
Unidiffuser\058-3.png,"A quaint single - story house with a brick chimney, white porch, and green door. Realistic style, shot from a frontal angle. Soft, sunny color atmosphere, high - quality illustration. ",a painting of a white country home with a wrap-around porch.Outdoor Scenes.Style & Format
Unidiffuser\058-4.png,"A two - story white house with a porch and chimney, surrounded by green lawn and trees. In a realistic style, shot from a frontal angle, with a bright, warm color atmosphere. ",a painting of a white country home with a wrap-around porch.Outdoor Scenes.Style & Format
Unidiffuser\059-1.png,"Tall, shadowy city structures emerge from a misty, colorful haze. In a water - color abstract style, with a flat shooting angle, warm hues blend into cooler tones for a dreamy atmosphere. ",Downtown Shanghai at sunrise. detailed ink wash..World Knowledge.Style & Format
Unidiffuser\059-2.png,"Silhouetted buildings against a gradient sky of pink and purple. In an abstract - style, with bold brush - like strokes. Shot from a horizontal, eye - level angle, creating a dreamy color atmosphere. ",Downtown Shanghai at sunrise. detailed ink wash..World Knowledge.Style & Format
Unidiffuser\059-3.png,"A city skyline at dusk in a watercolor - style depiction. Dominated by orange and blue hues, with a tall spire standing out. Shot from a flat angle, giving a dreamy, artistic quality. ",Downtown Shanghai at sunrise. detailed ink wash..World Knowledge.Style & Format
Unidiffuser\059-4.png,"Tall, dark - hued buildings line a city street. Silhouetted figures move below, with yellow taxis adding color. A golden sun sets in the distance, in a watercolor - style, atmospheric scene. ",Downtown Shanghai at sunrise. detailed ink wash..World Knowledge.Style & Format
Unidiffuser\060-1.png,"A cartoon - like character with a large eye and speech bubbles containing jumbled text. In an anime - inspired style, from a frontal and slightly angled shooting angle, with a colorful and playful atmosphere. ",a cartoon of a dog saying "I see what you did there".Animals.Writing & Symbols
Unidiffuser\060-2.png,"A comic - strip sequence of a spotted dog showing various expressions. In anime style, with simple lines and flat colors. Shot from different frontal and side angles, in a light - hearted color atmosphere. ",a cartoon of a dog saying "I see what you did there".Animals.Writing & Symbols
Unidiffuser\060-3.png,"A cartoon - style anthropomorphic dog is trying to open a door. Text in speech bubbles is mirrored. Shot from a frontal angle with simple, black - outlined lines and a monochromatic color scheme. ",a cartoon of a dog saying "I see what you did there".Animals.Writing & Symbols
Unidiffuser\060-4.png,"Blurred figures sit and stand in a softly - hued space. Abstract style with muted colors like greens and yellows. Taken from a frontal, slightly elevated angle, creating a dreamy atmosphere. ",a cartoon of a dog saying "I see what you did there".Animals.Writing & Symbols
Unidiffuser\061-1.png,"Large white ""HELLO"" text on a dark - gray background, with a bright yellow horizontal line below. Modern, minimalist style. Front - on shooting angle, clean and bold color atmosphere. ",the word 'HELLO' on a girl's face.People.Writing & Symbols
Unidiffuser\061-2.png,"A blurred figure with long hair, face showing red and blue glows. Text ""LO"" on the left. Realistic - style with soft, muted color atmosphere and low - quality, taken from a front - on angle. ",the word 'HELLO' on a girl's face.People.Writing & Symbols
Unidiffuser\061-3.png,"A person with dreadlocks has a ""HELLO"" sign covering part of their face. In realistic style, from a frontal angle, with a neutral - toned color atmosphere and clear quality. ",the word 'HELLO' on a girl's face.People.Writing & Symbols
Unidiffuser\061-4.png,"On a beige background, the cursive ""hello"" in black sits above bold, red - and - white ""HELP"" letters. In a simple, graphic style, shot head - on with a neutral color atmosphere. ",the word 'HELLO' on a girl's face.People.Writing & Symbols
Unidiffuser\062-1.png,"A stylized blue lizard with red accents on a yellow - orange circular field, set against a sunset sky. Anime - like style, shot from below, with warm, vibrant color atmosphere and clear quality. ",a hot air balloon with chameleon logo. the sun is shining and puffy white clouds are in the background..Vehicles.Writing & Symbols
Unidiffuser\062-2.png,"A cartoon - styled hot air balloon with a cute face, featuring vibrant stripes in red, yellow, blue, etc., floats against a blue sky with scattered clouds. Shot from below, colorful and lively. ",a hot air balloon with chameleon logo. the sun is shining and puffy white clouds are in the background..Vehicles.Writing & Symbols
Unidiffuser\062-3.png,"A blue hot - air balloon with ""Garbage Hunt"" text and an orange logo soars against a sunset sky. Realistic style, low - angle shot, warm color atmosphere, high - quality. ",a hot air balloon with chameleon logo. the sun is shining and puffy white clouds are in the background..Vehicles.Writing & Symbols
Unidiffuser\062-4.png,"A blue - and - white, semi - transparent, abstract spherical form floats against a sky with clouds. Taken from a low angle, it has a soft, dreamy color atmosphere and a slightly blurred quality. ",a hot air balloon with chameleon logo. the sun is shining and puffy white clouds are in the background..Vehicles.Writing & Symbols
Unidiffuser\063-1.png,"A sign with ""Deep Itelerlenion"" in large black letters. Below are other texts in a mix of legible and jumbled words. Realistic style, frontal - shot, with a natural color atmosphere and low - quality look. ",A sign that says Deep Learning.Artifacts.Writing & Symbols
Unidiffuser\063-2.png,"A white sign with red, hand - written, misspelled text ""Deet Teeg Teelncing LeeTetninn"". Realistic style, frontal shooting angle, natural color atmosphere, moderate quality. ",A sign that says Deep Learning.Artifacts.Writing & Symbols
Unidiffuser\063-3.png,"A blurry sign with the text ""PRESMIENGE"" and smaller text below, against a brick - like background. Realistic style, low - quality with soft focus, muted color atmosphere, shot from a close angle. ",A sign that says Deep Learning.Artifacts.Writing & Symbols
Unidiffuser\063-4.png,"Blurry white text on a light - toned background with some greenish hues at the bottom. Realistic style, taken from a frontal shooting angle, with a soft and hazy color atmosphere and low - quality look. ",A sign that says Deep Learning.Artifacts.Writing & Symbols
Unidiffuser\064-1.png,"A red apple with a green stem floats against a brown - orange background. It has the word ""AVEN"" carved into it in a bold, slightly blurred style, giving an abstract, artistic feel. ",the word 'APPLE' on an apple.Produce & Plants.Writing & Symbols
Unidiffuser\064-2.png,"A red, glossy apple with a leaf on a textured green - fabric background. Beside it, the word ""Apeft"" in white, simple font. Realistic style, flat shooting angle, warm color atmosphere. ",the word 'APPLE' on an apple.Produce & Plants.Writing & Symbols
